st_angle, drive_speed
0.102994, 5.500000
0.102994, 5.500000
0.101543, 5.500000
0.101543, 5.500000
0.100093, 5.500000
0.100093, 5.500000
0.100093, 5.500000
0.098642, 5.500000
0.098642, 5.500000
0.097191, 5.500000
0.097191, 5.500000
0.097191, 5.500000
0.095741, 5.500000
0.095741, 5.500000
0.282871, 1.500000
0.282871, 1.500000
0.282871, 1.500000
0.278519, 1.500000
0.278519, 1.500000
0.269815, 1.500000
0.269815, 1.500000
0.269815, 1.500000
0.261111, 1.500000
0.261111, 1.500000
0.256759, 1.500000
0.256759, 1.500000
0.256759, 1.500000
0.097482, 4.882544
0.097482, 4.882544
0.087037, 4.895162
0.087037, 4.895162
0.087037, 4.895162
0.080074, 4.748930
0.080074, 4.748930
0.069630, 4.800807
0.069630, 4.800807
0.069630, 4.800807
0.059185, 4.825593
0.059185, 4.825593
0.050482, 4.810098
0.050482, 4.810098
0.050482, 4.810098
0.040037, 4.957699
0.040037, 4.957699
0.031333, 4.955614
0.031333, 4.955614
0.031333, 4.955614
0.060926, 1.500000
0.060926, 1.500000
0.043519, 1.500000
0.043519, 1.500000
0.043519, 1.500000
0.021760, 1.500000
0.021760, 1.500000
0.000000, 1.500000
0.000000, 1.500000
0.000000, 1.500000
-0.021759, 1.500000
-0.021759, 1.500000
-0.043518, 1.500000
-0.043518, 1.500000
-0.043518, 1.500000
-0.065278, 1.500000
-0.065278, 1.500000
-0.082685, 1.500000
-0.082685, 1.500000
-0.082685, 1.500000
-0.095741, 1.500000
-0.095741, 1.500000
-0.113148, 1.500000
-0.113148, 1.500000
-0.113148, 1.500000
-0.126204, 1.500000
-0.126204, 1.500000
-0.134907, 1.500000
-0.134907, 1.500000
-0.134907, 1.500000
-0.139259, 1.500000
-0.139259, 1.500000
-0.169722, 1.500000
-0.169722, 1.500000
-0.169722, 1.500000
-0.174074, 1.500000
-0.174074, 1.500000
-0.169722, 1.500000
-0.169722, 1.500000
-0.169722, 1.500000
-0.060926, 5.500000
-0.060926, 5.500000
-0.058025, 5.500000
-0.058025, 5.500000
-0.058025, 5.500000
-0.055123, 5.500000
-0.055123, 5.500000
-0.053673, 5.500000
-0.053673, 5.500000
-0.053673, 5.500000
-0.050772, 5.500000
-0.050772, 5.500000
-0.046420, 5.500000
-0.046420, 5.500000
-0.046420, 5.500000
-0.047870, 5.500000
-0.047870, 5.500000
-0.044969, 5.500000
-0.044969, 5.500000
-0.044969, 5.500000
-0.044969, 5.500000
-0.044969, 5.500000
-0.046420, 5.500000
-0.046420, 5.500000
-0.046420, 5.500000
-0.044969, 5.500000
-0.044969, 5.500000
-0.044969, 5.500000
-0.044969, 5.500000
-0.044969, 5.500000
-0.044969, 5.500000
-0.044969, 5.500000
-0.044969, 5.500000
-0.044969, 5.500000
-0.044969, 5.500000
-0.043518, 5.500000
-0.043518, 5.500000
-0.046420, 5.500000
-0.046420, 5.500000
-0.046420, 5.500000
-0.046420, 5.500000
-0.046420, 5.500000
-0.049321, 5.500000
-0.049321, 5.500000
-0.049321, 5.500000
-0.049321, 5.500000
-0.049321, 5.500000
-0.050772, 5.500000
-0.050772, 5.500000
-0.050772, 5.500000
-0.049321, 5.500000
-0.049321, 5.500000
-0.050772, 5.500000
-0.050772, 5.500000
-0.050772, 5.500000
-0.049321, 5.500000
-0.049321, 5.500000
-0.052222, 5.500000
-0.052222, 5.500000
-0.052222, 5.500000
-0.055123, 5.500000
-0.055123, 5.500000
-0.053673, 5.500000
-0.053673, 5.500000
-0.053673, 5.500000
-0.055123, 5.500000
-0.055123, 5.500000
-0.053673, 5.500000
-0.053673, 5.500000
-0.053673, 5.500000
-0.055123, 5.500000
-0.055123, 5.500000
-0.058025, 5.500000
-0.058025, 5.500000
-0.058025, 5.500000
-0.055123, 5.500000
-0.055123, 5.500000
-0.058025, 5.500000
-0.058025, 5.500000
-0.058025, 5.500000
-0.056574, 5.500000
-0.056574, 5.500000
-0.056574, 5.500000
-0.056574, 5.500000
-0.056574, 5.500000
-0.059475, 5.500000
-0.059475, 5.500000
-0.059475, 5.500000
-0.059475, 5.500000
-0.059475, 5.500000
-0.056574, 5.500000
-0.056574, 5.500000
-0.058025, 5.500000
-0.058025, 5.500000
-0.058025, 5.500000
-0.058025, 5.500000
-0.058025, 5.500000
-0.058025, 5.500000
-0.058025, 5.500000
-0.058025, 5.500000
-0.058025, 5.500000
-0.058025, 5.500000
-0.056574, 5.500000
-0.056574, 5.500000
-0.056574, 5.500000
-0.058025, 5.500000
-0.058025, 5.500000
-0.058025, 5.500000
-0.058025, 5.500000
-0.058025, 5.500000
-0.058025, 5.500000
-0.058025, 5.500000
-0.056574, 5.500000
-0.056574, 5.500000
-0.056574, 5.500000
-0.058025, 5.500000
-0.058025, 5.500000
-0.055123, 5.500000
-0.055123, 5.500000
-0.055123, 5.500000
-0.055123, 5.500000
-0.055123, 5.500000
-0.053673, 5.500000
-0.053673, 5.500000
-0.053673, 5.500000
-0.053673, 5.500000
-0.053673, 5.500000
-0.055123, 5.500000
-0.055123, 5.500000
-0.055123, 5.500000
-0.050772, 5.500000
-0.050772, 5.500000
-0.052222, 5.500000
-0.052222, 5.500000
-0.052222, 5.500000
-0.049321, 5.500000
-0.049321, 5.500000
-0.052222, 5.500000
-0.052222, 5.500000
-0.052222, 5.500000
-0.050772, 5.500000
-0.050772, 5.500000
-0.047870, 5.500000
-0.047870, 5.500000
-0.047870, 5.500000
-0.046420, 5.500000
-0.046420, 5.500000
-0.049321, 5.500000
-0.049321, 5.500000
-0.049321, 5.500000
-0.046420, 5.500000
-0.046420, 5.500000
-0.044969, 5.500000
-0.044969, 5.500000
-0.044969, 5.500000
-0.044969, 5.500000
-0.044969, 5.500000
-0.043518, 5.500000
-0.043518, 5.500000
-0.043518, 5.500000
-0.042068, 5.500000
-0.042068, 5.500000
-0.040617, 5.500000
-0.040617, 5.500000
-0.040617, 5.500000
-0.040617, 5.500000
-0.040617, 5.500000
-0.037716, 5.500000
-0.037716, 5.500000
-0.037716, 5.500000
-0.037716, 5.500000
-0.037716, 5.500000
-0.033364, 5.500000
-0.033364, 5.500000
-0.033364, 5.500000
-0.033364, 5.500000
-0.033364, 5.500000
-0.030463, 5.500000
-0.030463, 5.500000
-0.030463, 5.500000
-0.030463, 5.500000
-0.030463, 5.500000
-0.027562, 5.500000
-0.027562, 5.500000
-0.027562, 5.500000
-0.026111, 5.500000
-0.026111, 5.500000
-0.023210, 5.500000
-0.023210, 5.500000
-0.023210, 5.500000
-0.020309, 5.500000
-0.020309, 5.500000
-0.021759, 5.500000
-0.021759, 5.500000
-0.021759, 5.500000
-0.020309, 5.500000
-0.020309, 5.500000
-0.017407, 5.500000
-0.017407, 5.500000
-0.017407, 5.500000
-0.014506, 5.500000
-0.014506, 5.500000
-0.014506, 5.500000
-0.014506, 5.500000
-0.014506, 5.500000
-0.013055, 5.500000
-0.013055, 5.500000
-0.015957, 5.500000
-0.015957, 5.500000
-0.015957, 5.500000
-0.010154, 5.500000
-0.010154, 5.500000
-0.010154, 5.500000
-0.010154, 5.500000
-0.010154, 5.500000
-0.008704, 5.500000
-0.008704, 5.500000
-0.010154, 5.500000
-0.010154, 5.500000
-0.010154, 5.500000
-0.007253, 5.500000
-0.007253, 5.500000
-0.007253, 5.500000
-0.007253, 5.500000
-0.007253, 5.500000
-0.005802, 5.500000
-0.005802, 5.500000
-0.005802, 5.500000
-0.005802, 5.500000
-0.005802, 5.500000
-0.002901, 5.500000
-0.002901, 5.500000
-0.004352, 5.500000
-0.004352, 5.500000
-0.004352, 5.500000
-0.002901, 5.500000
-0.002901, 5.500000
-0.001451, 5.500000
-0.001451, 5.500000
-0.001451, 5.500000
0.000000, 5.500000
0.000000, 5.500000
0.000000, 5.500000
0.000000, 5.500000
0.000000, 5.500000
0.004352, 5.500000
0.004352, 5.500000
0.002901, 5.500000
0.002901, 5.500000
0.002901, 5.500000
0.004352, 5.500000
0.004352, 5.500000
0.004352, 5.500000
0.004352, 5.500000
0.004352, 5.500000
0.005803, 5.500000
0.005803, 5.500000
0.008704, 5.500000
0.008704, 5.500000
0.008704, 5.500000
0.008704, 5.500000
0.008704, 5.500000
0.008704, 5.500000
0.008704, 5.500000
0.008704, 5.500000
0.011605, 5.500000
0.011605, 5.500000
0.011605, 5.500000
0.011605, 5.500000
0.011605, 5.500000
0.013056, 5.500000
0.013056, 5.500000
0.013056, 5.500000
0.013056, 5.500000
0.013056, 5.500000
0.015957, 5.500000
0.015957, 5.500000
0.013056, 5.500000
0.013056, 5.500000
0.013056, 5.500000
0.015957, 5.500000
0.015957, 5.500000
0.014506, 5.500000
0.014506, 5.500000
0.014506, 5.500000
0.014506, 5.500000
0.014506, 5.500000
0.014506, 5.500000
0.014506, 5.500000
0.014506, 5.500000
0.014506, 5.500000
0.014506, 5.500000
0.014506, 5.500000
0.014506, 5.500000
0.014506, 5.500000
0.014506, 5.500000
0.014506, 5.500000
0.014506, 5.500000
0.014506, 5.500000
0.014506, 5.500000
0.014506, 5.500000
0.014506, 5.500000
0.013056, 5.500000
0.013056, 5.500000
0.013056, 5.500000
0.014506, 5.500000
0.014506, 5.500000
0.010154, 5.500000
0.010154, 5.500000
0.010154, 5.500000
0.013056, 5.500000
0.013056, 5.500000
0.011605, 5.500000
0.011605, 5.500000
0.011605, 5.500000
0.010154, 5.500000
0.010154, 5.500000
0.010154, 5.500000
0.010154, 5.500000
0.010154, 5.500000
0.008704, 5.500000
0.008704, 5.500000
0.010154, 5.500000
0.010154, 5.500000
0.010154, 5.500000
0.007253, 5.500000
0.007253, 5.500000
0.010154, 5.500000
0.010154, 5.500000
0.010154, 5.500000
0.010154, 5.500000
0.010154, 5.500000
0.010154, 5.500000
0.010154, 5.500000
0.010154, 5.500000
0.008704, 5.500000
0.008704, 5.500000
0.008704, 5.500000
0.008704, 5.500000
0.008704, 5.500000
0.007253, 5.500000
0.007253, 5.500000
0.007253, 5.500000
0.007253, 5.500000
0.007253, 5.500000
0.005803, 5.500000
0.005803, 5.500000
0.004352, 5.500000
0.004352, 5.500000
0.004352, 5.500000
0.004352, 5.500000
0.004352, 5.500000
0.002901, 5.500000
0.002901, 5.500000
0.002901, 5.500000
0.005803, 5.500000
0.005803, 5.500000
0.002901, 5.500000
0.002901, 5.500000
0.002901, 5.500000
0.002901, 5.500000
0.002901, 5.500000
0.001451, 5.500000
0.001451, 5.500000
0.001451, 5.500000
0.002901, 5.500000
0.002901, 5.500000
0.004352, 5.500000
0.004352, 5.500000
0.004352, 5.500000
0.004352, 5.500000
0.004352, 5.500000
0.004352, 5.500000
0.004352, 5.500000
0.004352, 5.500000
0.004352, 5.500000
0.004352, 5.500000
0.004352, 5.500000
0.004352, 5.500000
0.004352, 5.500000
0.007253, 5.500000
0.007253, 5.500000
0.008704, 5.500000
0.008704, 5.500000
0.008704, 5.500000
0.007253, 5.500000
0.007253, 5.500000
0.007253, 5.500000
0.007253, 5.500000
0.007253, 5.500000
0.005803, 5.500000
0.005803, 5.500000
0.007253, 5.500000
0.007253, 5.500000
0.007253, 5.500000
0.005803, 5.500000
0.005803, 5.500000
0.010154, 5.500000
0.010154, 5.500000
0.010154, 5.500000
0.008704, 5.500000
0.008704, 5.500000
0.007253, 5.500000
0.007253, 5.500000
0.007253, 5.500000
0.005803, 5.500000
0.005803, 5.500000
0.005803, 5.500000
0.005803, 5.500000
0.005803, 5.500000
0.005803, 5.500000
0.005803, 5.500000
0.004352, 5.500000
0.004352, 5.500000
0.004352, 5.500000
0.001451, 5.500000
0.001451, 5.500000
0.002901, 5.500000
0.002901, 5.500000
0.002901, 5.500000
0.001451, 5.500000
0.001451, 5.500000
0.001451, 5.500000
0.001451, 5.500000
0.001451, 5.500000
0.000000, 5.500000
0.000000, 5.500000
0.000000, 5.500000
0.000000, 5.500000
0.000000, 5.500000
0.000000, 5.500000
0.000000, 5.500000
0.001451, 5.500000
0.001451, 5.500000
0.001451, 5.500000
0.002901, 5.500000
0.002901, 5.500000
0.002901, 5.500000
0.002901, 5.500000
0.002901, 5.500000
0.000000, 5.500000
0.000000, 5.500000
0.002901, 5.500000
0.002901, 5.500000
0.002901, 5.500000
0.001451, 5.500000
0.001451, 5.500000
0.001451, 5.500000
0.001451, 5.500000
0.001451, 5.500000
0.004352, 5.500000
0.004352, 5.500000
0.004352, 5.500000
0.004352, 5.500000
0.004352, 5.500000
0.002901, 5.500000
0.002901, 5.500000
0.007253, 5.500000
0.007253, 5.500000
0.007253, 5.500000
0.007253, 5.500000
0.007253, 5.500000
0.005803, 5.500000
0.005803, 5.500000
0.005803, 5.500000
0.004352, 5.500000
0.004352, 5.500000
0.005803, 5.500000
0.005803, 5.500000
0.005803, 5.500000
0.004352, 5.500000
0.004352, 5.500000
0.005803, 5.500000
0.005803, 5.500000
0.005803, 5.500000
0.005803, 5.500000
0.005803, 5.500000
0.005803, 5.500000
0.005803, 5.500000
0.005803, 5.500000
0.004352, 5.500000
0.004352, 5.500000
0.001451, 5.500000
0.001451, 5.500000
0.001451, 5.500000
0.004352, 5.500000
0.004352, 5.500000
0.000000, 5.500000
0.000000, 5.500000
0.000000, 5.500000
-0.001451, 5.500000
-0.001451, 5.500000
-0.001451, 5.500000
-0.001451, 5.500000
-0.001451, 5.500000
-0.001451, 5.500000
0.002901, 5.500000
0.004352, 5.500000
0.004352, 5.500000
0.004352, 5.500000
0.004352, 5.500000
0.004352, 5.500000
0.002901, 5.500000
0.002901, 5.500000
0.005803, 5.500000
0.005803, 5.500000
0.005803, 5.500000
0.002901, 5.500000
0.002901, 5.500000
0.004352, 5.500000
0.004352, 5.500000
0.004352, 5.500000
0.004352, 5.500000
0.004352, 5.500000
0.002901, 5.500000
0.002901, 5.500000
0.002901, 5.500000
0.002901, 5.500000
0.002901, 5.500000
0.002901, 5.500000
0.002901, 5.500000
0.002901, 5.500000
0.004352, 5.500000
0.004352, 5.500000
0.004352, 5.500000
0.004352, 5.500000
0.004352, 5.500000
0.005803, 5.500000
0.005803, 5.500000
0.004352, 5.500000
0.004352, 5.500000
0.004352, 5.500000
0.004352, 5.500000
0.004352, 5.500000
0.005803, 5.500000
0.005803, 5.500000
0.005803, 5.500000
0.010154, 5.500000
0.010154, 5.500000
0.008704, 5.500000
0.008704, 5.500000
0.008704, 5.500000
0.010154, 5.500000
0.010154, 5.500000
0.010154, 5.500000
0.010154, 5.500000
0.010154, 5.500000
0.010154, 5.500000
0.010154, 5.500000
0.008704, 5.500000
0.008704, 5.500000
0.008704, 5.500000
0.008704, 5.500000
0.008704, 5.500000
0.007253, 5.500000
0.007253, 5.500000
0.007253, 5.500000
0.008704, 5.500000
0.008704, 5.500000
0.005803, 5.500000
0.005803, 5.500000
0.005803, 5.500000
0.005803, 5.500000
0.005803, 5.500000
0.005803, 5.500000
0.005803, 5.500000
0.005803, 5.500000
0.005803, 5.500000
0.005803, 5.500000
0.002901, 5.500000
0.002901, 5.500000
0.002901, 5.500000
0.000000, 5.500000
0.000000, 5.500000
-0.001451, 5.500000
-0.001451, 5.500000
-0.001451, 5.500000
0.000000, 5.500000
0.000000, 5.500000
0.001451, 5.500000
0.001451, 5.500000
0.001451, 5.500000
-0.001451, 5.500000
-0.001451, 5.500000
-0.002901, 5.500000
-0.002901, 5.500000
-0.002901, 5.500000
-0.002901, 5.500000
-0.002901, 5.500000
-0.001451, 5.500000
-0.001451, 5.500000
-0.001451, 5.500000
-0.002901, 5.500000
-0.002901, 5.500000
-0.001451, 5.500000
-0.001451, 5.500000
-0.001451, 5.500000
-0.002901, 5.500000
-0.002901, 5.500000
-0.002901, 5.500000
-0.002901, 5.500000
-0.002901, 5.500000
0.000000, 5.500000
0.000000, 5.500000
0.000000, 1.500000
0.000000, 1.500000
0.000000, 1.500000
0.000000, 1.500000
0.000000, 1.500000
0.008704, 1.500000
0.008704, 1.500000
0.008704, 1.500000
0.008704, 1.500000
0.008704, 1.500000
0.008704, 1.500000
0.008704, 1.500000
0.008704, 1.500000
0.008704, 1.500000
0.008704, 1.500000
0.008704, 1.500000
0.008704, 1.500000
0.008704, 1.500000
0.013056, 1.500000
0.013056, 1.500000
0.004352, 1.500000
0.004352, 1.500000
0.004352, 1.500000
0.000000, 1.500000
0.000000, 1.500000
0.000000, 1.500000
0.000000, 1.500000
0.000000, 1.500000
0.000000, 1.500000
0.000000, 1.500000
-0.004352, 1.500000
-0.004352, 1.500000
-0.004352, 1.500000
-0.004352, 1.500000
-0.004352, 1.500000
0.000000, 1.500000
0.000000, 1.500000
0.000000, 1.500000
0.004352, 1.500000
0.004352, 1.500000
0.000000, 1.500000
0.000000, 1.500000
0.000000, 1.500000
-0.004352, 1.500000
-0.004352, 1.500000
-0.008703, 1.500000
-0.008703, 1.500000
-0.008703, 1.500000
-0.004352, 1.500000
-0.004352, 1.500000
0.000000, 1.500000
0.000000, 1.500000
0.000000, 1.500000
0.000000, 4.992457
0.000000, 4.992457
-0.001741, 4.945607
-0.001741, 4.945607
-0.001741, 4.945607
0.003482, 4.909029
0.003482, 4.909029
0.001741, 4.809858
0.001741, 4.809858
0.001741, 4.809858
0.001741, 4.793377
0.001741, 4.793377
0.003482, 4.752893
0.003482, 4.752893
0.003482, 4.752893
0.005222, 4.752799
0.005222, 4.752799
0.006963, 4.655645
0.006963, 4.655645
0.006963, 4.655645
0.001741, 4.612345
0.001741, 4.612345
0.003482, 4.555251
0.003482, 4.555251
0.003482, 4.555251
0.003482, 4.554355
0.003482, 4.554355
0.005222, 4.502099
0.005222, 4.502099
0.005222, 4.502099
0.005222, 4.438044
0.005222, 4.438044
0.003482, 4.361927
0.003482, 4.361927
0.003482, 4.361927
0.006963, 4.319962
0.006963, 4.319962
0.003482, 4.245515
0.003482, 4.245515
0.003482, 4.245515
0.003482, 4.254292
0.003482, 4.254292
0.005222, 4.182287
0.005222, 4.182287
0.005222, 4.182287
0.005222, 4.129627
0.005222, 4.129627
0.006963, 4.040712
0.006963, 4.040712
0.006963, 4.040712
0.006963, 3.994259
0.006963, 3.994259
0.005222, 3.995723
0.005222, 3.995723
0.005222, 3.995723
0.006963, 3.943686
0.006963, 3.943686
0.006963, 3.888309
0.006963, 3.888309
0.006963, 3.888309
0.008704, 3.823088
0.008704, 3.823088
0.006963, 3.789501
0.006963, 3.789501
0.006963, 3.789501
0.006963, 3.749515
0.006963, 3.749515
0.006963, 3.677911
0.006963, 3.677911
0.006963, 3.677911
0.008704, 3.646338
0.008704, 3.646338
0.006963, 3.569490
0.006963, 3.569490
0.006963, 3.569490
0.005222, 3.501846
0.005222, 3.501846
0.006963, 3.493689
0.006963, 3.493689
0.006963, 3.493689
0.003482, 3.443226
0.003482, 3.443226
0.003482, 3.369521
0.003482, 3.369521
0.003482, 3.369521
0.003482, 3.364390
0.003482, 3.364390
0.000000, 3.322308
0.000000, 3.322308
0.000000, 3.322308
-0.001741, 3.243975
-0.001741, 3.243975
0.001741, 3.198528
0.001741, 3.198528
0.001741, 3.198528
-0.001741, 3.168125
-0.001741, 3.168125
-0.001741, 3.119870
-0.001741, 3.119870
-0.001741, 3.119870
-0.003481, 3.048010
-0.003481, 3.048010
-0.005222, 3.078561
-0.005222, 3.078561
-0.005222, 3.078561
-0.001741, 2.987202
-0.001741, 2.987202
-0.003481, 2.946566
-0.003481, 2.946566
-0.003481, 2.946566
-0.001741, 2.938679
-0.001741, 2.938679
-0.001741, 2.883004
-0.001741, 2.883004
-0.001741, 2.883004
0.000000, 2.817187
0.000000, 2.817187
0.005222, 2.800092
0.005222, 2.800092
0.005222, 2.800092
0.003482, 2.763699
0.003482, 2.763699
0.006963, 2.725122
0.006963, 2.725122
0.006963, 2.725122
0.006963, 2.673068
0.006963, 2.673068
0.010445, 2.674268
0.010445, 2.674268
0.010445, 2.674268
0.010445, 2.645712
0.010445, 2.645712
0.013926, 2.608362
0.013926, 2.608362
0.013926, 2.608362
0.015667, 2.595749
0.015667, 2.595749
0.017408, 2.543973
0.017408, 2.543973
0.017408, 2.543973
0.020889, 2.471456
0.020889, 2.471456
0.020889, 2.439892
0.020889, 2.439892
0.020889, 2.439892
0.022630, 2.430627
0.022630, 2.430627
0.022630, 2.408578
0.022630, 2.408578
0.022630, 2.408578
0.024370, 2.337385
0.024370, 2.337385
0.022630, 2.340607
0.022630, 2.340607
0.022630, 2.340607
0.026111, 2.327791
0.026111, 2.327791
0.026111, 2.290287
0.026111, 2.290287
0.026111, 2.290287
0.008704, 2.243895
0.008704, 2.243895
0.006963, 2.196055
0.006963, 2.196055
0.006963, 2.196055
0.006963, 2.205557
0.006963, 2.205557
0.013056, 3.000000
0.013056, 3.000000
0.013056, 3.000000
0.013056, 3.000000
0.013056, 3.000000
0.013056, 3.000000
0.013056, 3.000000
0.013056, 3.000000
0.087037, 3.000000
0.087037, 3.000000
0.091389, 3.000000
0.091389, 3.000000
0.091389, 3.000000
0.087037, 3.000000
0.087037, 3.000000
0.082685, 3.000000
0.082685, 3.000000
0.082685, 3.000000
0.082685, 3.000000
0.082685, 3.000000
0.091389, 3.000000
0.091389, 3.000000
0.091389, 3.000000
0.078334, 2.750000
0.078334, 2.750000
0.082685, 3.000000
0.082685, 3.000000
0.082685, 3.000000
0.069630, 2.750000
0.069630, 2.750000
0.069630, 2.750000
0.069630, 2.750000
0.069630, 2.750000
0.065278, 2.750000
0.065278, 2.750000
0.065278, 2.750000
0.065278, 2.750000
0.065278, 2.750000
0.060926, 2.750000
0.060926, 2.750000
0.056574, 2.750000
0.056574, 2.750000
0.056574, 2.750000
0.060926, 2.250000
0.060926, 2.250000
0.056574, 2.750000
0.056574, 2.750000
0.056574, 2.750000
0.056574, 2.250000
0.056574, 2.250000
0.056574, 2.250000
0.056574, 2.250000
0.056574, 2.250000
0.052222, 2.250000
0.052222, 2.250000
0.056574, 2.250000
0.056574, 2.250000
0.056574, 2.250000
0.052222, 2.250000
0.052222, 2.250000
0.052222, 2.250000
0.052222, 2.250000
0.052222, 2.250000
0.047871, 2.250000
0.047871, 2.250000
0.047871, 2.250000
0.047871, 2.250000
0.047871, 2.250000
0.052222, 2.250000
0.052222, 2.250000
0.265463, 2.250000
0.265463, 2.250000
0.265463, 2.250000
0.326389, 2.250000
0.326389, 2.250000
0.339445, 2.250000
0.339445, 2.250000
0.339445, 2.250000
0.404722, 2.750000
0.404722, 2.750000
0.409074, 2.250000
0.409074, 2.250000
0.409074, 2.250000
0.417778, 2.250000
0.417778, 2.250000
0.439537, 2.750000
0.439537, 2.750000
0.439537, 2.750000
0.461297, 2.750000
0.461297, 2.750000
0.465648, 2.750000
0.465648, 2.750000
0.465648, 2.750000
0.448241, 2.250000
0.448241, 2.250000
0.470000, 2.750000
0.470000, 2.750000
0.470000, 2.750000
0.461297, 2.750000
0.461297, 2.750000
0.465648, 2.750000
0.465648, 2.750000
0.465648, 2.750000
0.474352, 2.750000
0.474352, 2.750000
0.470000, 2.750000
0.470000, 2.750000
0.470000, 2.750000
0.465648, 2.750000
0.465648, 2.750000
0.461297, 2.750000
0.461297, 2.750000
0.461297, 2.750000
0.456945, 2.750000
0.456945, 2.750000
0.461297, 3.000000
0.461297, 3.000000
0.461297, 3.000000
0.456945, 3.000000
0.456945, 3.000000
0.443889, 3.000000
0.443889, 3.000000
0.443889, 3.000000
0.430834, 3.000000
0.430834, 3.000000
0.435185, 3.000000
0.435185, 3.000000
0.435185, 3.000000
0.430834, 3.000000
0.430834, 3.000000
0.413426, 3.000000
0.413426, 3.000000
0.413426, 3.000000
0.409074, 3.000000
0.409074, 3.000000
0.160148, 2.227910
0.160148, 2.227910
0.160148, 2.227910
0.158407, 2.309180
0.158407, 2.309180
0.154926, 2.446064
0.154926, 2.446064
0.154926, 2.446064
0.149704, 2.548175
0.149704, 2.548175
0.147963, 2.745290
0.147963, 2.745290
0.147963, 2.745290
0.141000, 2.755501
0.141000, 2.755501
0.139259, 2.966756
0.139259, 2.966756
0.139259, 2.966756
0.139259, 3.155249
0.139259, 3.155249
0.137519, 3.311974
0.137519, 3.311974
0.137519, 3.311974
0.130556, 3.261582
0.130556, 3.261582
0.130556, 3.406585
0.130556, 3.406585
0.130556, 3.406585
0.128815, 3.502177
0.128815, 3.502177
0.128815, 3.649182
0.128815, 3.649182
0.128815, 3.649182
0.130556, 3.888271
0.130556, 3.888271
0.128815, 3.922709
0.128815, 3.922709
